child_rank,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
28,0.0146336,0.0159207,0.0147941,0.0149681,0.0155356,0.0157937,0.0153835,0.0150795,0.0155016,0.015566,0.0155153,0.0151985,0.0152012,0.0149015,0.014431,0.0146843,0.0154077,0.0146235,0.0137926,0.0145,0.0141269,0.013083,0.0139014,0.0132351,0.0124041,0.0128038,0.0130223,0.0128013,0.012536,0.0121024,0.0120012,0.011644,0.0121507,0.0111373,0.0107989,0.0118062,0.011,0.0110666,0.0106042,0.0110157,0.0101644,0.0113,0.0107421,0.0101948,0.010101,0.010201,0.0097389,0.0102031,0.0095969,0.0098097,0.009599,0.0092828,0.0096375,0.0093,0.0086965,0.0091409,0.0094247,0.0091409,0.0092037,0.0086545,0.0087254,0.0086026,0.0085634,0.0084017,0.0081681,0.0078008,0.0078023,0.0079984,0.0075601,0.0077,0.0074007,0.0070939,0.0068979,0.0074384,0.0074587,0.0070007,0.0066378,0.0063981,0.0067391,0.0068506,0.0066007,0.0066479,0.0066378,0.0064019,0.0058271,0.0059081,0.0056994,0.0060603,0.0056011,0.0055989,0.0056143,0.005101,0.0051886,0.0053913,0.005,0.0049353,0.0049251,0.0043991,0.0045096,0.0037992
29,0.0146235,0.0142181,0.0152939,0.0148161,0.015718,0.0141943,0.0149274,0.0140661,0.0153015,0.0155052,0.0150289,0.0150985,0.0143803,0.0151015,0.0148363,0.0141878,0.0142071,0.0138431,0.0136507,0.0138,0.0137012,0.0137215,0.0138014,0.0135593,0.0130324,0.0126038,0.0122521,0.0121012,0.0123232,0.0118024,0.0115012,0.011796,0.0115224,0.0119075,0.0121988,0.0110461,0.0111,0.0108537,0.0113045,0.0112792,0.0113501,0.0106,0.010286,0.0106002,0.010201,0.009901,0.0092322,0.0102031,0.0102759,0.0100732,0.0094991,0.0099111,0.0095665,0.0092,0.0093962,0.0093436,0.0088977,0.0089686,0.0090036,0.0088977,0.0085531,0.0084025,0.0085026,0.0089018,0.0080668,0.0081008,0.0081024,0.0077984,0.0081276,0.0075,0.0072007,0.0075702,0.0074978,0.0077627,0.0072762,0.0073007,0.0066277,0.0070979,0.0071952,0.0069317,0.0067007,0.0068506,0.0061615,0.006702,0.0069013,0.0064655,0.0059994,0.0060501,0.0057011,0.0055989,0.0052393,0.005201,0.0051582,0.0050569,0.0055,0.0050468,0.0049454,0.005099,0.0048745,0.0043991
30,0.0141675,0.0136303,0.0137945,0.0138026,0.014208,0.0141943,0.0135087,0.0145931,0.0143014,0.0150795,0.0144107,0.0141986,0.0143094,0.0144014,0.01436,0.0140256,0.0134067,0.0136505,0.0132048,0.0139,0.0137114,0.0131134,0.0135013,0.0125662,0.0131236,0.0128038,0.0134682,0.0124012,0.0125563,0.0122024,0.0119012,0.0122115,0.012019,0.0115427,0.0111989,0.0114413,0.0116,0.0106003,0.0112045,0.0105191,0.0106914,0.0113,0.0107218,0.0111474,0.010201,0.010401,0.0104179,0.010103,0.0096881,0.0098199,0.010099,0.0099618,0.0096679,0.0094,0.0096961,0.0092726,0.0088267,0.0091004,0.0093037,0.0087153,0.0088774,0.0090027,0.0087356,0.0088018,0.0088167,0.0083008,0.0083025,0.0082983,0.0078438,0.0079,0.0076008,0.0074182,0.0079976,0.0074891,0.0072154,0.0071007,0.0073877,0.0072978,0.0072357,0.0072053,0.0070007,0.0065973,0.0065162,0.006702,0.0063642,0.0068506,0.0062994,0.0062325,0.0065013,0.0061988,0.0062223,0.0056011,0.0051278,0.0052089,0.0054,0.0055636,0.0052697,0.005099,0.0046819,0.0043991
31,0.0120392,0.0131742,0.0131947,0.0134276,0.0142992,0.0132947,0.0135593,0.0138229,0.0134013,0.0137924,0.0140864,0.0145985,0.0142283,0.0137014,0.0134581,0.0139648,0.0135068,0.0131641,0.0128603,0.0133,0.013458,0.0131236,0.0131013,0.0129716,0.0125865,0.0122037,0.0129717,0.0126013,0.0117354,0.0124025,0.0127013,0.0117859,0.0117352,0.011867,0.0117988,0.0116035,0.011,0.0108334,0.0111044,0.0113299,0.0111373,0.0113,0.0111576,0.0109752,0.0110011,0.0108011,0.0099315,0.0105032,0.0101847,0.009901,0.009599,0.0106205,0.0094145,0.0099,0.0096961,0.0097287,0.0091004,0.0087963,0.0087035,0.009151,0.0091713,0.0092028,0.009141,0.0092018,0.0085127,0.0085008,0.0086026,0.0081984,0.0081681,0.0079,0.0082008,0.0078236,0.0076977,0.0081174,0.0077323,0.0078008,0.0074485,0.0070979,0.0068911,0.0081478,0.0072007,0.0070432,0.0069722,0.0071021,0.0070026,0.0066682,0.0063994,0.0064453,0.0062012,0.0059988,0.0059385,0.0064013,0.0057561,0.0057764,0.0051,0.0049859,0.0055839,0.0053989,0.0046009,0.0045991
32,0.0121912,0.0121912,0.0132947,0.0131844,0.013458,0.0130948,0.0135087,0.0136506,0.0140014,0.0141775,0.0143195,0.0141986,0.0133465,0.0135013,0.0135493,0.0132047,0.0135068,0.0134783,0.0129312,0.0139,0.0134479,0.0126878,0.0132013,0.0122926,0.0130324,0.0124037,0.0123534,0.0119012,0.01208,0.0124025,0.0123012,0.0115427,0.0123535,0.0114413,0.0111989,0.0120292,0.011,0.0115023,0.0107043,0.011188,0.011715,0.0107,0.0108434,0.0110258,0.010301,0.010001,0.0098504,0.0105032,0.0102455,0.0097895,0.009999,0.0097591,0.0094247,0.0101,0.010096,0.0098604,0.0097793,0.0092321,0.0098039,0.0088774,0.0086849,0.0091027,0.0094349,0.0086017,0.0088775,0.0090009,0.0089027,0.0089982,0.008158,0.0083,0.0081008,0.0082289,0.0079976,0.0081782,0.00832,0.0078008,0.0073269,0.0076977,0.0075803,0.0074587,0.0070007,0.0071648,0.0070026,0.0071021,0.0068607,0.0067999,0.0066993,0.0062123,0.0064013,0.0063987,0.0058473,0.0060012,0.0058372,0.0058372,0.0054,0.0051278,0.0052494,0.004799,0.0048542,0.0046991
33,0.0114616,0.0121507,0.012395,0.013306,0.0131742,0.0126949,0.0125966,0.0137925,0.0130013,0.0136303,0.0133668,0.0125987,0.0131438,0.0131013,0.0134581,0.0134074,0.0130065,0.0134276,0.0141676,0.0135,0.0129716,0.0127182,0.0127013,0.0129513,0.0125865,0.0124037,0.0127487,0.0127013,0.0120192,0.0128026,0.0121012,0.0112792,0.0119582,0.0117149,0.0116988,0.0117859,0.0112,0.0110868,0.0106042,0.010286,0.0115629,0.011,0.0112082,0.0113096,0.0105011,0.010201,0.0103368,0.0107032,0.0095868,0.0100732,0.010199,0.0103367,0.0099314,0.0094,0.0094962,0.0093639,0.0095463,0.0094348,0.0095038,0.0094956,0.0088977,0.0094028,0.0091005,0.0089018,0.009141,0.0086009,0.0092028,0.0091982,0.0086444,0.0086,0.0082008,0.0085431,0.0084975,0.0085025,0.0081174,0.0076008,0.0078336,0.0077977,0.0077931,0.0073168,0.0076008,0.0070837,0.0069722,0.006802,0.0070736,0.0068607,0.0066993,0.0065771,0.0066013,0.0065987,0.0066986,0.0059012,0.0056852,0.0056244,0.0058,0.0059183,0.0056548,0.0052989,0.0051886,0.004799
34,0.0112488,0.0118264,0.0119952,0.0126169,0.0126878,0.0119952,0.0122825,0.0127689,0.0131013,0.0131945,0.0136505,0.0129987,0.0129614,0.0138014,0.0136,0.0127892,0.0131066,0.0126675,0.0128299,0.0128,0.0128702,0.0127081,0.0134013,0.0122622,0.0123635,0.0128038,0.0125155,0.0122012,0.0119989,0.0119024,0.0115012,0.0123027,0.0113197,0.0114312,0.0121988,0.0120495,0.0119,0.0117253,0.0120048,0.011269,0.0112184,0.0111,0.0113603,0.010813,0.0114011,0.0110011,0.0109348,0.0108032,0.0099111,0.0104786,0.010199,0.0097084,0.0101036,0.0104,0.009996,0.0095969,0.0092422,0.0096679,0.0098039,0.0088267,0.0090294,0.0092028,0.0090599,0.0091018,0.0090599,0.0092009,0.0088026,0.0088982,0.0085026,0.0086,0.0086009,0.0084722,0.0082975,0.0075093,0.0078336,0.0076008,0.0084417,0.0076977,0.0075701,0.007256,0.0073007,0.0075195,0.0068101,0.006802,0.0069418,0.0074688,0.0071993,0.0064859,0.0067013,0.0067986,0.0065365,0.0064013,0.0061007,0.0059385,0.0058,0.0060399,0.0054724,0.0045991,0.0051684,0.004899
35,0.0111576,0.0116237,0.0120952,0.0121102,0.0118467,0.0120952,0.0126169,0.0124953,0.0128013,0.0128601,0.0126473,0.0125987,0.0126675,0.0126013,0.0130527,0.0129311,0.0136068,0.0128804,0.0125461,0.0128,0.0127892,0.0124041,0.0133013,0.0124041,0.012323,0.0119036,0.0121406,0.0115012,0.0119584,0.0122024,0.0124012,0.0119379,0.0119784,0.0117352,0.0113989,0.0116947,0.0112,0.0113807,0.0118047,0.0112995,0.0106407,0.011,0.0108333,0.0115427,0.0109011,0.010401,0.0111882,0.0106032,0.0109346,0.0102759,0.0105989,0.0107826,0.0101847,0.0101,0.009896,0.0097996,0.0101644,0.0100023,0.009904,0.0100428,0.0097591,0.0094028,0.0096376,0.0090018,0.009293,0.0090009,0.0087026,0.0092981,0.0086242,0.0087,0.0085009,0.008462,0.0079976,0.0081782,0.0079958,0.0085008,0.0081174,0.0078976,0.0077829,0.0071546,0.0074007,0.0073269,0.0075093,0.0073022,0.0071242,0.0064959,0.0071993,0.007175,0.0062012,0.0066987,0.006354,0.0066013,0.0066581,0.0060095,0.0057,0.0055028,0.0053609,0.0057988,0.0052798,0.004999
36,0.0109144,0.0109346,0.0109956,0.0113704,0.0117555,0.012495,0.0132148,0.0125054,0.0120012,0.0121507,0.013306,0.0132987,0.0132553,0.0129013,0.0128906,0.0122419,0.0129065,0.0118366,0.0127995,0.0125,0.0126169,0.0123433,0.0127013,0.0129006,0.0121507,0.0122037,0.011948,0.0120012,0.0117354,0.0127025,0.0125013,0.0126067,0.0117048,0.0116237,0.0122988,0.0116845,0.0113,0.0112895,0.0118047,0.0114819,0.01134,0.0112,0.0111677,0.0102151,0.0112011,0.0108011,0.0109551,0.0105032,0.0099111,0.0106813,0.010299,0.0101442,0.0100327,0.0102,0.0101959,0.0096273,0.0093537,0.0106407,0.0098039,0.0096881,0.0097996,0.010003,0.0091207,0.0094019,0.0095565,0.0090009,0.0090027,0.0086983,0.0085634,0.0088,0.0084008,0.0085532,0.0085974,0.0084315,0.0081072,0.0081008,0.007712,0.0079976,0.0076208,0.0079045,0.0079008,0.0077829,0.0075397,0.0077023,0.0073877,0.0068303,0.0069993,0.0069216,0.0068014,0.0067986,0.0065466,0.0063013,0.0064351,0.0058777,0.0059,0.0058271,0.0052089,0.0057988,0.0051684,0.004999
37,0.0106813,0.0107015,0.0104958,0.0116136,0.0116845,0.0117953,0.0122115,0.0125561,0.0120012,0.0123939,0.0124446,0.0124988,0.0126979,0.0127013,0.0123028,0.0119987,0.0126063,0.0122622,0.0128096,0.0122,0.0126675,0.0125763,0.0126013,0.0124649,0.0130526,0.0130039,0.0117859,0.0127013,0.0118773,0.0122024,0.0117012,0.0116339,0.0123129,0.0117555,0.0115988,0.0117656,0.0119,0.0109956,0.0110044,0.0111474,0.0109042,0.0109,0.0113096,0.0112082,0.0114011,0.0110011,0.0108842,0.0108032,0.0101239,0.0103164,0.0108989,0.0106407,0.0100124,0.0106,0.009896,0.0097489,0.009982,0.0097996,0.0094038,0.0096375,0.0099415,0.0102031,0.0095768,0.0094019,0.0099416,0.0092009,0.0093028,0.0089982,0.0091106,0.009,0.0085009,0.0084418,0.0084975,0.0084113,0.0084214,0.0082008,0.0079552,0.0079976,0.0084011,0.0074282,0.0079008,0.008016,0.0077829,0.0074022,0.0076816,0.007712,0.0073993,0.0068811,0.0069014,0.0072985,0.0062324,0.0061012,0.0063743,0.0055636,0.0058,0.005898,0.0055535,0.0056989,0.0054014,0.004899
38,0.0097287,0.0105597,0.0108956,0.0109042,0.0115528,0.0117953,0.0118771,0.0113805,0.0123012,0.0123433,0.0116947,0.0118988,0.0127284,0.0122012,0.0124852,0.0121507,0.0126063,0.0121203,0.0125563,0.0124,0.0130222,0.0128702,0.0130013,0.0116643,0.0120696,0.0119036,0.0117251,0.0119012,0.0119584,0.0127025,0.0122012,0.011867,0.0120696,0.0114211,0.0110989,0.0119684,0.0113,0.0115429,0.0109044,0.0112488,0.0107218,0.0115,0.0111373,0.0104887,0.0107011,0.0114011,0.0109754,0.0108032,0.0109549,0.0109853,0.0111989,0.0103164,0.0099212,0.0102,0.0105958,0.0101543,0.0093943,0.0098503,0.010004,0.0097388,0.00983,0.0092028,0.0092727,0.0089018,0.0092829,0.0092009,0.0094028,0.0089982,0.0092221,0.009,0.0091009,0.0083708,0.0089973,0.0088065,0.0091308,0.0091009,0.0084113,0.0083975,0.0079451,0.007935,0.0076008,0.0082694,0.0076309,0.0075023,0.0075195,0.0074485,0.0076992,0.0070027,0.0073015,0.0072985,0.0070634,0.0071014,0.0062932,0.006354,0.0059,0.0063135,0.0057764,0.0054989,0.0054116,0.004899
39,0.0100023,0.0107421,0.0104958,0.010286,0.0108941,0.0111955,0.0111778,0.0120088,0.0114011,0.0116845,0.0121608,0.0121988,0.0125662,0.0122012,0.011796,0.012779,0.0117059,0.0123129,0.0117253,0.0122,0.0119176,0.0122926,0.0125013,0.0122014,0.0118467,0.0125038,0.0121608,0.0116012,0.0123536,0.0120024,0.0116012,0.011948,0.0114717,0.0119987,0.0117988,0.0120596,0.0117,0.0115935,0.0116046,0.0110258,0.0115325,0.0105,0.0109448,0.011269,0.0114011,0.0113011,0.0113807,0.0110033,0.0102354,0.0108333,0.010499,0.0104381,0.0105495,0.01,0.0101959,0.0104583,0.0103164,0.010205,0.0102041,0.0104887,0.0095969,0.009903,0.0098707,0.0091018,0.0097896,0.0095009,0.0089027,0.0095981,0.0092322,0.0092,0.0088009,0.0089383,0.0089973,0.0088774,0.0083808,0.0090009,0.008239,0.0084975,0.0080667,0.0086342,0.0081008,0.0082998,0.0081376,0.0076023,0.0079654,0.0077627,0.0076992,0.0070534,0.0065013,0.0069986,0.0066581,0.0061012,0.006273,0.0063844,0.0061,0.0057156,0.0060196,0.0055989,0.0053305,0.005099
40,0.0095159,0.010053,0.009896,0.0111474,0.0107117,0.0109956,0.0113096,0.0115832,0.010401,0.0113603,0.0116947,0.0122988,0.011948,0.0119012,0.0122826,0.0122825,0.0121061,0.0114413,0.0124245,0.0119,0.0118771,0.0122622,0.0117012,0.0124547,0.0116541,0.0118035,0.0125054,0.0114011,0.0113503,0.0120024,0.0115012,0.0114109,0.0116845,0.0119075,0.0115988,0.0114515,0.011,0.0112895,0.0110044,0.0116541,0.0119583,0.0113,0.0114616,0.0109752,0.0112011,0.0112011,0.0106408,0.0105032,0.0110157,0.0108536,0.010399,0.0105293,0.0110461,0.0105,0.0113954,0.0104583,0.010053,0.0103874,0.0102041,0.0096476,0.0100226,0.0098029,0.0103571,0.010002,0.0095058,0.009701,0.009903,0.0094981,0.0096274,0.0096,0.0092009,0.0090498,0.0089973,0.0091004,0.0086241,0.0087009,0.0083302,0.0081975,0.0081072,0.0083707,0.0081008,0.0083302,0.0087254,0.0078023,0.0073573,0.0083403,0.0078992,0.0074486,0.0071014,0.0067986,0.0068506,0.0070014,0.0065567,0.0063236,0.0062,0.0059183,0.0055737,0.0059988,0.0051582,0.005099
41,0.0087051,0.0100834,0.0095962,0.0109853,0.0108637,0.0106957,0.0108232,0.0114109,0.0115012,0.0111272,0.0107319,0.0113989,0.0115933,0.0120012,0.0119075,0.0118467,0.0118059,0.0123838,0.0124651,0.0118,0.011948,0.0119886,0.0113011,0.0120088,0.0121304,0.0116035,0.0115021,0.0117012,0.011928,0.0117023,0.0118012,0.0112184,0.012242,0.0116237,0.0117988,0.0112082,0.0112,0.0117354,0.0110044,0.0120494,0.0112184,0.0111,0.0112285,0.0117859,0.0106011,0.0113011,0.0104179,0.0107032,0.0108434,0.0113299,0.010499,0.010813,0.0104887,0.0103,0.0102959,0.0106813,0.0105698,0.0100428,0.0106042,0.0103367,0.0099516,0.0092028,0.0100024,0.0103021,0.0096984,0.009801,0.0093028,0.0096981,0.0100632,0.0098,0.009701,0.008766,0.0087974,0.0088876,0.0093639,0.0088009,0.0085227,0.0089973,0.0087963,0.0091612,0.0082008,0.0080566,0.0081782,0.0086026,0.0078741,0.0079147,0.0074993,0.0074385,0.0074015,0.0074985,0.0067695,0.0065013,0.0066885,0.0066479,0.0061,0.0055839,0.0058676,0.0060988,0.0056345,0.005199
42,0.0088774,0.0092524,0.0095962,0.0100327,0.0103874,0.0104958,0.0107522,0.0109144,0.0110011,0.0106914,0.0105901,0.0116988,0.0113805,0.0116012,0.0112285,0.0110866,0.0114057,0.0116035,0.0118064,0.0117,0.0116237,0.0120088,0.0115012,0.0122216,0.01134,0.0124037,0.0115123,0.0117012,0.0119077,0.0111022,0.0115012,0.0124142,0.0115731,0.0123231,0.0118988,0.0114109,0.0112,0.0110767,0.0117047,0.0114413,0.0107623,0.0106,0.011188,0.0111576,0.0110011,0.0110011,0.0103875,0.0110033,0.0109042,0.0107623,0.0109989,0.0107421,0.0115528,0.0106,0.0105958,0.0102658,0.0103063,0.0101036,0.0104042,0.0103164,0.0096172,0.010103,0.0100125,0.0096019,0.0098301,0.010001,0.0097029,0.0096981,0.0094856,0.0097,0.009901,0.0097997,0.0091972,0.0097793,0.0090902,0.0093009,0.0093537,0.0084975,0.0086139,0.0087153,0.0086009,0.0086139,0.0084417,0.0084025,0.008543,0.0079147,0.0077992,0.0081884,0.0077015,0.0071986,0.0074181,0.0070014,0.0071648,0.0065263,0.0065,0.0062122,0.0063439,0.0059988,0.0056649,0.0052989
43,0.0077829,0.0090092,0.0093962,0.0101442,0.0102759,0.0095962,0.0102556,0.0106002,0.0109011,0.0104786,0.0111474,0.0105989,0.0115528,0.0116012,0.0111981,0.0111576,0.0114057,0.0114515,0.0118976,0.0117,0.0114312,0.0117352,0.0116012,0.0110562,0.0119683,0.0121036,0.0116744,0.0122012,0.0113807,0.0116023,0.0115012,0.0117048,0.0112386,0.0117859,0.0115988,0.0115832,0.0118,0.0115834,0.0114046,0.0110056,0.0113197,0.0111,0.0115123,0.011188,0.0108011,0.0113011,0.0111679,0.0109033,0.0110664,0.0107927,0.0108989,0.0112488,0.0107826,0.011,0.0108956,0.0105191,0.0101847,0.0104989,0.0103041,0.0102455,0.0104786,0.0098029,0.00982,0.010202,0.0102051,0.0106011,0.010003,0.0094981,0.0097794,0.0098,0.009701,0.0091309,0.0090973,0.0094348,0.0089686,0.0095009,0.0091612,0.0094972,0.0086747,0.0090193,0.0090009,0.0087051,0.0082592,0.0080024,0.0082491,0.0081579,0.0078992,0.0079857,0.0076015,0.0077984,0.0070837,0.0072014,0.0066682,0.0066479,0.0069,0.006354,0.0063236,0.0061988,0.0056548,0.0052989
44,0.0080059,0.0079856,0.0093962,0.0095463,0.0099415,0.009996,0.0100124,0.0102658,0.010401,0.0106813,0.0104989,0.0107989,0.0113704,0.0116012,0.0107826,0.0109752,0.0117059,0.0122318,0.0114314,0.0118,0.0113805,0.0110461,0.0115012,0.0111272,0.0118062,0.0113034,0.0121304,0.0117012,0.0117455,0.0115023,0.0109011,0.0119075,0.0116541,0.0117859,0.0113989,0.0109042,0.0111,0.0114314,0.0109044,0.01134,0.0111069,0.0109,0.0113704,0.0122622,0.0115012,0.0111011,0.0119584,0.0110033,0.010509,0.0106205,0.0109989,0.0110866,0.0106813,0.011,0.0116953,0.0105495,0.0103975,0.0103874,0.0103041,0.0105495,0.0103874,0.0103031,0.0104888,0.0103021,0.0097794,0.010001,0.0103031,0.0092981,0.0097592,0.0094,0.009901,0.0102963,0.0097971,0.0095665,0.0092524,0.0093009,0.0091206,0.0085974,0.0096476,0.0084417,0.0085009,0.008695,0.0087254,0.0085026,0.0085329,0.0078235,0.0073993,0.0079046,0.0075015,0.0078984,0.0076816,0.0070014,0.0074992,0.0070736,0.0066,0.0064047,0.0063946,0.0065987,0.0058068,0.0053989
45,0.0082795,0.0088876,0.0090964,0.0092726,0.0101239,0.0094962,0.0097895,0.009982,0.0109011,0.0105597,0.0104077,0.010499,0.0105293,0.0105011,0.0109448,0.0112792,0.0109055,0.0117251,0.0111071,0.0114,0.0107522,0.0113907,0.0111011,0.01134,0.0116237,0.0113034,0.0108333,0.0109011,0.0112186,0.0115023,0.0112011,0.0119176,0.0112386,0.0112082,0.0112989,0.0110461,0.0117,0.0118874,0.0114046,0.0114413,0.011715,0.0116,0.0112589,0.0110664,0.0115012,0.0110011,0.0111983,0.0116035,0.0110461,0.0109245,0.0105989,0.0109144,0.0110968,0.0108,0.0106957,0.010813,0.0107117,0.0109042,0.0112045,0.0104178,0.0103874,0.0105032,0.0107219,0.0111022,0.010428,0.009901,0.009903,0.0095981,0.0100936,0.0096,0.009701,0.009668,0.0095971,0.009151,0.0094753,0.0091009,0.0088673,0.0087974,0.0096577,0.0089585,0.0091009,0.008918,0.0090598,0.0085026,0.00832,0.0085531,0.0079992,0.0079351,0.0081016,0.0079984,0.0077424,0.0071014,0.0075499,0.0069722,0.007,0.0065162,0.0064756,0.0065987,0.0058169,0.005199
46,0.0079755,0.008999,0.0087965,0.0090294,0.0093132,0.0091963,0.0099618,0.0099314,0.010401,0.0097692,0.009303,0.010499,0.0104077,0.0107011,0.0108232,0.0110258,0.0108054,0.0112184,0.0108132,0.0114,0.010509,0.0112893,0.0112011,0.0111272,0.0116339,0.0110033,0.0109752,0.0113011,0.0109145,0.0118024,0.0117012,0.0120696,0.0112589,0.0115629,0.0110989,0.0115832,0.0113,0.0116442,0.0116046,0.0118366,0.011269,0.011,0.0113704,0.0113501,0.0110011,0.0112011,0.0111071,0.0113034,0.0114515,0.0112792,0.0112989,0.0107725,0.010884,0.0108,0.0103958,0.0107015,0.0109853,0.010357,0.0107043,0.0106205,0.0110461,0.0102031,0.0098504,0.010202,0.0097896,0.010401,0.0108032,0.0103979,0.0102963,0.01,0.009701,0.0101645,0.0096971,0.0097692,0.0094145,0.0092009,0.0098908,0.0087974,0.0089788,0.0088369,0.0087009,0.00907,0.0086038,0.0089027,0.0084923,0.0082795,0.0086991,0.0082188,0.0082016,0.0076985,0.0079552,0.0077015,0.0076411,0.0071242,0.0069,0.0070026,0.0067189,0.0066987,0.0062426,0.0058988
47,0.0076512,0.0076309,0.0083966,0.0087153,0.0090497,0.0096961,0.0096983,0.0093943,0.009501,0.0102556,0.0100327,0.010099,0.0100834,0.0107011,0.0109346,0.0102455,0.0107054,0.0105698,0.0105395,0.0105,0.0104685,0.010813,0.0110011,0.010813,0.0109042,0.0110033,0.0115528,0.0119012,0.0116341,0.0115023,0.0115012,0.0112386,0.0109954,0.0114109,0.0112989,0.0111373,0.0114,0.0111983,0.0118047,0.01134,0.0118468,0.0112,0.0114413,0.0111373,0.0115012,0.0112011,0.0107625,0.0112034,0.011036,0.0109954,0.0108989,0.011492,0.0106103,0.0108,0.0110956,0.0113501,0.0106509,0.0104887,0.0110044,0.0110258,0.0107725,0.0108032,0.0104382,0.010102,0.0106206,0.010101,0.0104031,0.0103979,0.009972,0.0101,0.009801,0.0101443,0.0103969,0.0101138,0.009151,0.0095009,0.0094652,0.0093972,0.0092726,0.0091612,0.0093009,0.009222,0.0094956,0.0090027,0.0087558,0.0088571,0.0085991,0.0085532,0.0088018,0.0076985,0.0080059,0.0082016,0.0075397,0.0072458,0.0072,0.0070026,0.0067999,0.0062987,0.0063034,0.0055989
48,0.0074181,0.0078032,0.0080968,0.0090801,0.0086241,0.0091963,0.0094855,0.0091612,0.010201,0.0099415,0.0097591,0.010299,0.0100226,0.010301,0.0102151,0.0104887,0.0108054,0.0104685,0.0098909,0.0108,0.010884,0.0107218,0.0106011,0.0114819,0.0111576,0.0111033,0.011117,0.0115012,0.0109449,0.0111022,0.0109011,0.0117149,0.011188,0.0116744,0.0115988,0.0117656,0.011,0.0111375,0.0115046,0.0111474,0.0114312,0.011,0.011117,0.0111981,0.0108011,0.0111011,0.0106915,0.0112034,0.0112386,0.0112589,0.0109989,0.0111474,0.0107015,0.0113,0.0111955,0.0107927,0.0111272,0.0103469,0.0110044,0.0105293,0.0108941,0.0105032,0.0103267,0.0105021,0.0113301,0.010401,0.0110033,0.0103979,0.0102253,0.0098,0.010101,0.0101747,0.009997,0.0100226,0.0099415,0.010301,0.00983,0.0090973,0.0088571,0.0093132,0.009601,0.0097489,0.0094348,0.0090027,0.0091308,0.0085531,0.0086991,0.0080567,0.0080016,0.0082983,0.0074282,0.0079016,0.008168,0.0076411,0.0074,0.0072357,0.0069215,0.0065987,0.0063135,0.0060988
49,0.0075499,0.0075296,0.0085966,0.0088065,0.008695,0.0091963,0.0099516,0.010053,0.009701,0.0094044,0.0099111,0.010099,0.0106407,0.0092009,0.0098807,0.0100834,0.0107054,0.0102658,0.0095464,0.0105,0.009982,0.0108434,0.0108011,0.0106813,0.0114312,0.0113034,0.011117,0.0108011,0.0105598,0.0113023,0.0113011,0.0116339,0.0108738,0.0115933,0.0106989,0.0112792,0.011,0.0109753,0.0118047,0.0112792,0.010965,0.0109,0.0106205,0.0107218,0.0111011,0.0116012,0.0108436,0.0114034,0.010509,0.011036,0.0110989,0.0110765,0.0109954,0.0111,0.0113954,0.0112792,0.010813,0.0106813,0.0106042,0.0104989,0.0107319,0.0111033,0.0113807,0.010202,0.0098707,0.0112011,0.0107032,0.0104979,0.0104483,0.0105,0.0108011,0.0103368,0.009997,0.0097895,0.0097591,0.010101,0.0098401,0.0095971,0.0100732,0.0096172,0.0094009,0.0094044,0.0097185,0.0097029,0.0094348,0.0090497,0.0081992,0.0086343,0.0088018,0.0083983,0.0079654,0.0082016,0.0078437,0.0078235,0.0077,0.0070229,0.0065871,0.0067986,0.0064351,0.0054989
50,0.0068709,0.0079045,0.0078968,0.0082998,0.0085633,0.0090964,0.0093132,0.0094247,0.0092009,0.0096476,0.0097793,0.009899,0.0098401,0.009701,0.0099212,0.0102962,0.0105053,0.0102151,0.0103064,0.0106,0.0108232,0.0106509,0.010401,0.0107725,0.0110056,0.0108032,0.0110866,0.0110011,0.011026,0.0108022,0.0110011,0.0101442,0.0113501,0.010884,0.0110989,0.0112285,0.011,0.0110057,0.0110044,0.0111474,0.0109448,0.011,0.0116035,0.0118974,0.0107011,0.0113011,0.0111476,0.0113034,0.0111373,0.0108536,0.010399,0.0107218,0.0115629,0.011,0.0110956,0.011269,0.0109144,0.0112184,0.0112045,0.010813,0.0111981,0.0112034,0.0103672,0.0106021,0.0102861,0.010501,0.0107032,0.0104979,0.0101544,0.0108,0.009901,0.0101443,0.009997,0.0099922,0.00983,0.010001,0.0100935,0.0101969,0.0096375,0.009982,0.009801,0.0097185,0.0100226,0.009903,0.0092422,0.0090598,0.0083992,0.008614,0.0085017,0.0088982,0.0080363,0.0081016,0.0078133,0.0080566,0.0073,0.0070736,0.0074992,0.0075985,0.0065365,0.0060988
